id,Datum,Warengruppe,Umsatz
1808012,2018-08-01,2,134.9194311592259
1808022,2018-08-02,2,134.9194311592259
1808032,2018-08-03,2,134.9194311592259
1808042,2018-08-04,2,134.9194311592259
1808052,2018-08-05,2,137.62362029568686
1808062,2018-08-06,2,137.62362029568686
1808072,2018-08-07,2,134.9194311592259
1808082,2018-08-08,2,134.9194311592259
1808092,2018-08-09,2,134.9194311592259
1808102,2018-08-10,2,137.62362029568686
1808112,2018-08-11,2,127.69696186387728
1808122,2018-08-12,2,137.62362029568686
1808132,2018-08-13,2,137.62362029568686
1808142,2018-08-14,2,137.62362029568686
1808152,2018-08-15,2,137.62362029568686
1808162,2018-08-16,2,134.9194311592259
1808172,2018-08-17,2,137.62362029568686
1808182,2018-08-18,2,137.62362029568686
1808192,2018-08-19,2,137.62362029568686
1808202,2018-08-20,2,137.62362029568686
1808212,2018-08-21,2,137.62362029568686
1808222,2018-08-22,2,134.9194311592259
1808232,2018-08-23,2,137.62362029568686
1808242,2018-08-24,2,137.62362029568686
1808252,2018-08-25,2,127.69696186387728
1808262,2018-08-26,2,137.62362029568686
1808272,2018-08-27,2,137.62362029568686
1808282,2018-08-28,2,137.62362029568686
1808292,2018-08-29,2,137.62362029568686
1808302,2018-08-30,2,127.69696186387728
1808312,2018-08-31,2,137.62362029568686
1809012,2018-09-01,2,118.7580454270828
1809022,2018-09-02,2,118.7580454270828
1809032,2018-09-03,2,118.7580454270828
1809042,2018-09-04,2,118.7580454270828
1809052,2018-09-05,2,118.7580454270828
1809062,2018-09-06,2,118.7580454270828
1809072,2018-09-07,2,118.7580454270828
1809082,2018-09-08,2,96.70242952059851
1809092,2018-09-09,2,96.70242952059851
1809102,2018-09-10,2,118.7580454270828
1809112,2018-09-11,2,121.4622345635438
1809122,2018-09-12,2,121.4622345635438
1809132,2018-09-13,2,118.7580454270828
1809142,2018-09-14,2,121.4622345635438
1809152,2018-09-15,2,96.70242952059851
1809162,2018-09-16,2,96.70242952059851
1809172,2018-09-17,2,96.70242952059851
1809182,2018-09-18,2,96.70242952059851
1809192,2018-09-19,2,96.70242952059851
1809202,2018-09-20,2,96.70242952059851
1809212,2018-09-21,2,121.4622345635438
1809222,2018-09-22,2,121.4622345635438
1809232,2018-09-23,2,121.4622345635438
1809242,2018-09-24,2,121.4622345635438
1809252,2018-09-25,2,121.4622345635438
1809262,2018-09-26,2,121.4622345635438
1809272,2018-09-27,2,118.7580454270828
1809282,2018-09-28,2,121.4622345635438
1809292,2018-09-29,2,121.4622345635438
1809302,2018-09-30,2,121.4622345635438
1810012,2018-10-01,2,121.4622345635438
1810022,2018-10-02,2,121.4622345635438
1810032,2018-10-03,2,121.4622345635438
1810042,2018-10-04,2,121.4622345635438
1810052,2018-10-05,2,118.7580454270828
1810062,2018-10-06,2,121.4622345635438
1810072,2018-10-07,2,121.4622345635438
1810082,2018-10-08,2,121.4622345635438
1810092,2018-10-09,2,121.4622345635438
1810102,2018-10-10,2,121.4622345635438
1810112,2018-10-11,2,118.7580454270828
1810122,2018-10-12,2,118.7580454270828
1810132,2018-10-13,2,96.70242952059851
1810142,2018-10-14,2,96.70242952059851
1810152,2018-10-15,2,118.7580454270828
1810162,2018-10-16,2,118.7580454270828
1810172,2018-10-17,2,118.7580454270828
1810182,2018-10-18,2,121.4622345635438
1810192,2018-10-19,2,121.4622345635438
1810202,2018-10-20,2,96.70242952059851
1810212,2018-10-21,2,96.70242952059851
1810222,2018-10-22,2,121.4622345635438
1810232,2018-10-23,2,121.4622345635438
1810242,2018-10-24,2,121.4622345635438
1810252,2018-10-25,2,121.4622345635438
1810262,2018-10-26,2,121.4622345635438
1810272,2018-10-27,2,111.53557613173422
1810282,2018-10-28,2,111.53557613173422
1810292,2018-10-29,2,121.4622345635438
1810302,2018-10-30,2,121.4622345635438
1811012,2018-11-01,2,121.4622345635438
1811022,2018-11-02,2,121.4622345635438
1811032,2018-11-03,2,121.4622345635438
1811042,2018-11-04,2,121.4622345635438
1811052,2018-11-05,2,121.4622345635438
1811062,2018-11-06,2,121.4622345635438
1811072,2018-11-07,2,121.4622345635438
1811082,2018-11-08,2,121.4622345635438
1811092,2018-11-09,2,121.4622345635438
1811102,2018-11-10,2,121.4622345635438
1811112,2018-11-11,2,121.4622345635438
1811122,2018-11-12,2,121.4622345635438
1811132,2018-11-13,2,121.4622345635438
1811142,2018-11-14,2,121.4622345635438
1811152,2018-11-15,2,121.4622345635438
1811162,2018-11-16,2,121.4622345635438
1811172,2018-11-17,2,111.53557613173422
1811182,2018-11-18,2,111.53557613173422
1811192,2018-11-19,2,111.53557613173422
1811202,2018-11-20,2,111.53557613173422
1811212,2018-11-21,2,111.53557613173422
1811222,2018-11-22,2,111.53557613173422
1811232,2018-11-23,2,111.53557613173422
1811242,2018-11-24,2,111.53557613173422
1811252,2018-11-25,2,111.53557613173422
1811262,2018-11-26,2,111.53557613173422
1811272,2018-11-27,2,111.53557613173422
1811282,2018-11-28,2,111.53557613173422
1811292,2018-11-29,2,111.53557613173422
1811302,2018-11-30,2,121.4622345635438
1812012,2018-12-01,2,110.62567020977956
1812022,2018-12-02,2,107.92148107331856
1812032,2018-12-03,2,107.92148107331856
1812042,2018-12-04,2,110.62567020977956
1812052,2018-12-05,2,110.62567020977956
1812062,2018-12-06,2,110.62567020977956
1812072,2018-12-07,2,107.92148107331856
1812082,2018-12-08,2,110.62567020977956
1812092,2018-12-09,2,110.62567020977956
1812102,2018-12-10,2,110.62567020977956
1812112,2018-12-11,2,110.62567020977956
1812122,2018-12-12,2,110.62567020977956
1812132,2018-12-13,2,110.62567020977956
1812142,2018-12-14,2,110.62567020977956
1812152,2018-12-15,2,110.62567020977956
1812162,2018-12-16,2,110.62567020977956
1812172,2018-12-17,2,110.62567020977956
1812182,2018-12-18,2,110.62567020977956
1812192,2018-12-19,2,110.62567020977956
1812202,2018-12-20,2,110.62567020977956
1812212,2018-12-21,2,110.62567020977956
1812222,2018-12-22,2,110.62567020977956
1812232,2018-12-23,2,110.62567020977956
1812242,2018-12-24,2,110.62567020977956
1812272,2018-12-27,2,110.62567020977956
1812282,2018-12-28,2,110.62567020977956
1812292,2018-12-29,2,110.62567020977956
1812302,2018-12-30,2,110.62567020977956
1812312,2018-12-31,2,110.62567020977956
1901022,2019-01-02,2,110.62567020977956
1901032,2019-01-03,2,110.62567020977956
1901042,2019-01-04,2,110.62567020977956
1901052,2019-01-05,2,107.92148107331856
1901062,2019-01-06,2,110.62567020977956
1901072,2019-01-07,2,110.62567020977956
1901082,2019-01-08,2,110.62567020977956
1901092,2019-01-09,2,110.62567020977956
1901102,2019-01-10,2,110.62567020977956
1901112,2019-01-11,2,110.62567020977956
1901122,2019-01-12,2,110.62567020977956
1901132,2019-01-13,2,110.62567020977956
1901142,2019-01-14,2,110.62567020977956
1901152,2019-01-15,2,110.62567020977956
1901162,2019-01-16,2,110.62567020977956
1901172,2019-01-17,2,110.62567020977956
1901182,2019-01-18,2,110.62567020977956
1901192,2019-01-19,2,110.62567020977956
1901202,2019-01-20,2,110.62567020977956
1901212,2019-01-21,2,100.69901177797
1901222,2019-01-22,2,110.62567020977956
1901232,2019-01-23,2,100.69901177797
1901242,2019-01-24,2,100.69901177797
1901252,2019-01-25,2,100.69901177797
1901262,2019-01-26,2,110.62567020977956
1901272,2019-01-27,2,110.62567020977956
1901282,2019-01-28,2,110.62567020977956
1901292,2019-01-29,2,110.62567020977956
1901302,2019-01-30,2,110.62567020977956
1901312,2019-01-31,2,110.62567020977956
1902012,2019-02-01,2,100.69901177797
1902022,2019-02-02,2,110.62567020977956
1902032,2019-02-03,2,110.62567020977956
1902042,2019-02-04,2,110.62567020977956
1902052,2019-02-05,2,110.62567020977956
1902062,2019-02-06,2,110.62567020977956
1902072,2019-02-07,2,110.62567020977956
1902082,2019-02-08,2,110.62567020977956
1902092,2019-02-09,2,110.62567020977956
1902102,2019-02-10,2,110.62567020977956
1902112,2019-02-11,2,110.62567020977956
1902122,2019-02-12,2,110.62567020977956
1902132,2019-02-13,2,110.62567020977956
1902142,2019-02-14,2,110.62567020977956
1902152,2019-02-15,2,107.92148107331856
1902162,2019-02-16,2,107.92148107331856
1902172,2019-02-17,2,107.92148107331856
1902182,2019-02-18,2,107.92148107331856
1902192,2019-02-19,2,110.62567020977956
1902202,2019-02-20,2,110.62567020977956
1902212,2019-02-21,2,110.62567020977956
1902222,2019-02-22,2,110.62567020977956
1902232,2019-02-23,2,110.62567020977956
1902242,2019-02-24,2,107.92148107331856
1902252,2019-02-25,2,107.92148107331856
1902262,2019-02-26,2,107.92148107331856
1902272,2019-02-27,2,107.92148107331856
1902282,2019-02-28,2,107.92148107331856
1903012,2019-03-01,2,113.0842209042572
1903022,2019-03-02,2,113.0842209042572
1903032,2019-03-03,2,123.01087933606678
1903042,2019-03-04,2,123.01087933606678
1903052,2019-03-05,2,123.01087933606678
1903062,2019-03-06,2,123.01087933606678
1903072,2019-03-07,2,123.01087933606678
1903082,2019-03-08,2,123.01087933606678
