id,Datum,Warengruppe,Umsatz
1808011,2018-08-01,1,257.259576499436
1808021,2018-08-02,1,257.259576499436
1808031,2018-08-03,1,257.259576499436
1808041,2018-08-04,1,257.259576499436
1808051,2018-08-05,1,243.022096024591
1808061,2018-08-06,1,243.022096024591
1808071,2018-08-07,1,257.259576499436
1808081,2018-08-08,1,257.259576499436
1808091,2018-08-09,1,257.259576499436
1808101,2018-08-10,1,243.022096024591
1808111,2018-08-11,1,216.56958996659571
1808121,2018-08-12,1,243.022096024591
1808131,2018-08-13,1,243.022096024591
1808141,2018-08-14,1,243.022096024591
1808151,2018-08-15,1,243.022096024591
1808161,2018-08-16,1,257.259576499436
1808171,2018-08-17,1,243.022096024591
1808181,2018-08-18,1,243.022096024591
1808191,2018-08-19,1,243.022096024591
1808201,2018-08-20,1,243.022096024591
1808211,2018-08-21,1,243.022096024591
1808221,2018-08-22,1,257.259576499436
1808231,2018-08-23,1,243.022096024591
1808241,2018-08-24,1,243.022096024591
1808251,2018-08-25,1,216.56958996659571
1808261,2018-08-26,1,243.022096024591
1808271,2018-08-27,1,243.022096024591
1808281,2018-08-28,1,243.022096024591
1808291,2018-08-29,1,243.022096024591
1808301,2018-08-30,1,216.56958996659571
1808311,2018-08-31,1,243.022096024591
1809011,2018-09-01,1,168.54707142717976
1809021,2018-09-02,1,168.54707142717976
1809031,2018-09-03,1,168.54707142717976
1809041,2018-09-04,1,168.54707142717976
1809051,2018-09-05,1,168.54707142717976
1809061,2018-09-06,1,168.54707142717976
1809071,2018-09-07,1,168.54707142717976
1809081,2018-09-08,1,176.08359597421142
1809091,2018-09-09,1,176.08359597421142
1809101,2018-09-10,1,168.54707142717976
1809111,2018-09-11,1,154.3095909523348
1809121,2018-09-12,1,154.3095909523348
1809131,2018-09-13,1,168.54707142717976
1809141,2018-09-14,1,154.3095909523348
1809151,2018-09-15,1,176.08359597421142
1809161,2018-09-16,1,176.08359597421142
1809171,2018-09-17,1,176.08359597421142
1809181,2018-09-18,1,176.08359597421142
1809191,2018-09-19,1,176.08359597421142
1809201,2018-09-20,1,176.08359597421142
1809211,2018-09-21,1,154.3095909523348
1809221,2018-09-22,1,154.3095909523348
1809231,2018-09-23,1,154.3095909523348
1809241,2018-09-24,1,154.3095909523348
1809251,2018-09-25,1,154.3095909523348
1809261,2018-09-26,1,154.3095909523348
