id,Datum,Warengruppe,Umsatz
1808015,2018-08-01,5,240.28347147779152
1808025,2018-08-02,5,246.34615838015375
1808035,2018-08-03,5,250.09130431441463
1808045,2018-08-04,5,296.65683871551533
1808055,2018-08-05,5,298.5964068828742
1808065,2018-08-06,5,247.5803877027844
1808075,2018-08-07,5,245.98540225229965
1808085,2018-08-08,5,236.0977210154789
1808095,2018-08-09,5,239.6435784682828
1808105,2018-08-10,5,242.6416531735408
1808115,2018-08-11,5,294.6177437791269
1808125,2018-08-12,5,295.6418830534954
1808135,2018-08-13,5,233.89680251718363
1808145,2018-08-14,5,238.52020995385624
1808155,2018-08-15,5,234.7586340837277
1808165,2018-08-16,5,239.70939659130445
1808175,2018-08-17,5,242.37850537951272
1808185,2018-08-18,5,298.1268906184049
1808195,2018-08-19,5,293.5648487693103
1808205,2018-08-20,5,235.68224557271907
1808215,2018-08-21,5,243.149748424787
1808225,2018-08-22,5,240.6660083856359
1808235,2018-08-23,5,237.29014487373215
1808245,2018-08-24,5,240.15800702346596
1808255,2018-08-25,5,287.5957383790548
1808265,2018-08-26,5,301.27168633398946
1808275,2018-08-27,5,232.91197948187929
1808285,2018-08-28,5,235.8385827815013
1808295,2018-08-29,5,237.4219059628812
1808305,2018-08-30,5,229.01819164376516
1808315,2018-08-31,5,243.1798980872181
1809015,2018-09-01,5,223.2485735107036
1809025,2018-09-02,5,226.26947334808148
1809035,2018-09-03,5,162.75755501079595
1809045,2018-09-04,5,165.6352708618336
1809055,2018-09-05,5,162.59125681770456
1809065,2018-09-06,5,164.97090302141237
1809075,2018-09-07,5,159.88566850697146
1809085,2018-09-08,5,192.61849689506116
1809095,2018-09-09,5,195.7786769990646
1809105,2018-09-10,5,156.70734591565758
1809115,2018-09-11,5,155.95782499486324
1809125,2018-09-12,5,153.09927075032513
1809135,2018-09-13,5,163.12468467097
1809145,2018-09-14,5,164.6073149627585
1809155,2018-09-15,5,191.41471061173425
1809165,2018-09-16,5,196.79516824325052
1809175,2018-09-17,5,141.339126995379
1809185,2018-09-18,5,143.351310348728
1809195,2018-09-19,5,136.89311645589228
1809205,2018-09-20,5,133.517814010677
1809215,2018-09-21,5,159.47933159426185
1809225,2018-09-22,5,218.53411316052723
1809235,2018-09-23,5,214.50422317894663
1809245,2018-09-24,5,164.59453068968156
1809255,2018-09-25,5,163.13135329758347
1809265,2018-09-26,5,152.35029516857034
1809275,2018-09-27,5,151.8597968946973
1809285,2018-09-28,5,171.74023545207496
1809295,2018-09-29,5,218.46247449482115
1809305,2018-09-30,5,220.0295027811709
1810015,2018-10-01,5,163.50786143024018
1810025,2018-10-02,5,158.24371741413532
1810035,2018-10-03,5,163.66895012353757
1810045,2018-10-04,5,156.2440203631519
1810055,2018-10-05,5,167.6825301271001
1810065,2018-10-06,5,223.50188040600955
1810075,2018-10-07,5,226.31412581027288
1810085,2018-10-08,5,154.16150829724847
1810095,2018-10-09,5,156.59241968719667
1810105,2018-10-10,5,158.02624840953632
1810115,2018-10-11,5,159.354191159793
1810125,2018-10-12,5,161.8245141011863
1810135,2018-10-13,5,194.1613969543653
1810145,2018-10-14,5,197.0627721320651
1810155,2018-10-15,5,157.72334558254568
1810165,2018-10-16,5,148.72643805483642
1810175,2018-10-17,5,152.51613814532527
